State,District,Latitude,Longitude,District Code,Population,Male,Female,Literate,Male Literate,Female Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others Religions,Religion Not Stated,Households,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduate Education,Other Education,Literate Education,Illiterate Education,Total Education,Age Group 0 29,Age Group 30 49,Age Group 50,Age Not Stated,Total Power Parity,Sex Ratio,Literacy Rate
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,410749,415173,578030,287270,290760,144935,14185,543394,2495,3111,303,115597,1902,215091,118135,163729,127722,94579,58836,61639,9397,634037,168575,802612,545961,192428,86576,957,1456,101,69
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,196285,198839,187527,87371,100156,12456,1646,271596,34,284,45,107559,1504,83717,67749,61526,34677,26748,13544,8039,2934,215217,165184,380401,291097,72934,30362,731,528,101,47
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,73170,69164,82062,45003,37059,7036,1050,132984,27,332,10,362,533,39643,25906,28921,21506,13858,3998,826,831,95846,44849,140695,97082,30605,14495,152,139,94,57
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,324159,319132,358702,193438,165264,122936,106788,389956,209,3392,144,16950,2916,157945,85733,129178,90963,70941,29404,10856,3547,420622,208900,629522,427629,143604,70599,1459,791,98,55
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,193715,189746,230678,117307,113371,6498,1533,366881,58,1313,38,5878,1262,87131,80318,78208,45046,28417,12295,6450,541,251275,133244,384519,278569,69988,33431,1473,479,97,60
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,199270,201039,340595,169547,171048,13249,5264,379134,105,1570,76,505,406,100911,29332,68214,100103,78752,37701,31310,2058,347470,38248,385718,235892,108094,56092,231,963,100,85
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,63388,62357,100802,51440,49362,1075,699,123446,9,151,45,194,126,31112,14491,31359,30454,16259,4956,4087,78,101684,15449,117133,78778,29690,17189,88,187,98,80
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,42918,41037,65895,34147,31748,4000,4426,75210,16,108,2,46,147,22176,11367,18046,20399,9849,3473,2530,62,65726,14217,79943,52147,20576,11167,65,142,95,78
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,60599,57295,62861,36444,26417,1668,522,63892,52,51549,122,2,87,27266,19890,21114,16629,10538,3763,2515,125,74574,54874,129448,80723,25303,11831,37,242,94,53
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,82891,78537,121122,64515,56607,5231,1290,127124,74,27543,93,5,68,38794,22181,33313,34774,19918,8503,5509,116,124314,32451,156765,100250,39690,21424,64,274,94,75
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,44828,41536,60191,32977,27214,2989,1782,69104,13,12328,25,19,104,20855,9328,19711,19949,10756,3180,1771,22,64717,20091,84808,55914,20082,10318,50,94,92,69
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,28594,27980,42233,21861,20372,933,514,54977,11,102,4,2,31,12827,8422,14151,12130,7269,3628,2204,69,47873,8787,56660,37127,12784,6636,27,88,97,74
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,32851,32086,54476,27598,26878,991,335,63444,6,60,9,35,57,15490,8771,14985,16237,9062,2915,2128,35,54133,5963,60096,39568,15894,9404,71,118,97,83
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,197394,181417,278037,150142,127895,108900,31212,234239,566,1270,2148,157,319,111969,34539,61815,80076,44343,26712,27532,2939,277956,58926,336882,243392,98601,36618,200,866,91,73
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,138966,129022,197489,107038,90451,25496,4384,234955,998,1519,80,335,221,76100,21654,46756,57726,30518,19855,23439,1770,201718,45802,247520,173701,68485,25557,245,677,92,73
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,101092,93530,159494,83479,76015,9840,2057,181847,78,442,66,6,286,55278,20259,43483,54035,27425,13077,10299,870,169448,22555,192003,111243,52853,30363,163,346,92,81
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,131753,118507,119626,67432,52194,8102,3444,236494,84,1256,314,1,565,51022,37431,46055,30500,7628,3565,1772,107,127058,130529,257587,168773,53600,27437,450,381,89,47
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,83743,79675,105893,57926,47967,3563,950,158224,31,350,17,198,85,46198,22494,32722,30434,12785,7268,5926,481,112110,44456,156566,108514,37842,16969,93,219,95,64
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,101933,94663,117511,63653,53858,2979,1052,191864,27,572,5,1,96,50141,29602,40900,33514,15013,6008,2760,116,127913,66450,194363,134573,43210,18762,51,228,92,59
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,84505,81838,128208,67385,60823,5605,2043,158236,34,318,8,20,79,46669,15865,37024,41627,18746,10223,8030,401,131916,25048,156964,106951,40510,18811,71,359,96,77
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,71217,69540,102881,53504,49377,2580,772,136995,39,286,6,2,77,37311,16523,30889,35113,17282,8821,5560,1107,115295,25988,141283,91709,32267,16730,51,275,97,73
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,1185787,1134742,1621232,902359,718873,2197709,94254,6434,237,111,201,18345,3238,683594,342192,470502,416510,267354,112392,105962,27493,1742405,628627,2371032,1303828,622575,390611,3515,2664,95,69
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,760260,746077,1094140,596269,497871,1398543,104202,745,169,81,111,61,2425,428106,210736,391081,297270,177013,71815,67536,17449,1232900,323145,1556045,848660,393629,260486,3562,1711,98,72
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,1352760,1271710,2011469,1103033,908436,2457729,141263,11985,1026,6276,1180,168,4843,790297,289414,545514,513039,328319,159456,181601,45279,2062622,472182,2534804,1372301,743090,499895,9184,3852,94,76
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,612593,580218,829910,464093,365817,1185542,4805,727,124,366,39,139,1069,352369,188872,238599,193395,132002,53162,43064,10903,859997,341887,1201884,641697,326233,222398,2483,1334,94,69
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,282882,294935,262537,153663,108874,353160,1556,219482,53,2180,66,4,1316,175145,68405,76419,54787,36977,17084,12556,1882,268110,335821,603931,345387,144043,85072,3315,617,104,45
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,1779218,1749813,2210050,1262652,947398,3486059,13315,23975,590,174,170,76,4672,1015394,518072,767140,508511,297490,121151,97147,31266,2340777,1055331,3396108,1980232,924756,613249,10794,4377,98,62
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,296690,282815,405879,228092,177787,553587,12783,10462,1441,80,70,67,1015,177186,69122,101541,103622,70928,32909,22010,7932,408064,143508,551572,320156,159477,98555,1317,870,95,70
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,787101,789768,802036,484177,317859,1555367,4975,11160,796,175,1225,220,2951,494748,213426,225468,172905,94044,40383,27385,6840,780451,765368,1545819,880160,415778,275533,5398,1562,100,50
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,359945,373165,399786,233900,165886,580300,2138,148895,82,290,47,23,1335,242935,108606,145604,108773,48856,21351,14962,2462,450614,287948,738562,436625,177471,117777,1237,739,103,54
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,717814,722547,1089265,579970,509295,1386792,50247,1423,169,62,52,24,1592,438243,218444,357621,298557,203472,76449,75926,12507,1242976,294723,1537699,771284,374559,290894,3624,1540,100,75
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,1167137,1084536,1749936,957515,792421,2147632,84060,12527,1264,475,476,434,4805,688729,276378,445785,436534,295099,177974,247498,66645,1945913,371244,2317157,1199521,653346,391701,7105,4186,92,77
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,678809,700838,568090,340843,227247,1294151,8850,68550,518,219,491,3384,3484,460128,158847,158653,98266,60589,32257,29000,10200,547812,770707,1318519,818578,348803,207206,5060,1519,103,41
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,303624,309568,244706,147001,97705,600219,1871,10039,213,43,195,35,577,183723,60913,64683,44962,19031,8487,5585,1202,204863,390356,595219,381913,146355,83284,1640,564,101,39
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,1256213,1263525,1369397,794171,575226,2113079,33706,15008,661,162,109,351714,5299,753589,283489,390037,385216,214921,92060,72847,17415,1455985,1094844,2550829,1449729,650135,414076,5798,2747,100,54
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,502636,460153,688362,392333,296029,955754,5278,383,107,33,24,12,1198,288334,174904,227102,177180,90089,36951,33148,5685,745059,232558,977617,502136,262086,196994,1573,984,91,71
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,301962,308420,299383,180903,118480,601092,4952,1778,724,76,905,22,833,209127,64389,114394,73787,51886,19577,10131,4316,338480,316086,654566,344075,152681,112325,1301,205,102,49
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,865380,833350,1291939,704857,587082,1644905,46094,4239,193,243,94,302,2660,474224,251520,413605,364098,179086,84374,87000,15511,1395194,309790,1704984,888134,477430,328666,4500,2027,96,76
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,471960,495951,407735,241959,165776,874445,4607,84916,219,249,123,44,3308,286548,84956,97387,73210,46001,21439,17681,6306,346980,583140,930120,577569,245766,140825,3751,1074,105,42
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,526877,514222,703691,393192,310499,964188,20120,50637,2506,310,86,1117,2135,315495,133005,185289,171876,108455,50705,45828,13071,708229,282248,990477,565700,286575,186726,2098,1548,97,67
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,1061147,1032290,1342322,750147,592175,1532352,71391,385011,5713,710,721,89986,7553,618062,208100,350349,335380,243386,120373,94710,36590,1388888,660465,2049353,1188918,573238,324436,6845,3130,97,64
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,97809,102413,154916,79903,75013,152638,28835,18391,46,63,54,14,181,69333,18943,32899,33458,29456,15930,18998,4877,154561,32717,187278,102333,60089,37434,366,4890,104,77
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,19143,22673,36470,16610,19860,27940,12856,958,3,21,14,3,21,12110,2948,6043,7930,8773,5711,4475,978,36858,2993,39851,19760,12543,9428,85,10027,118,87
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,27301,28325,39274,19919,19355,53537,1191,873,3,1,4,4,13,15519,3804,10954,8806,8044,4101,3836,1315,40860,14923,55783,31973,15235,8402,16,10027,103,70
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,1318408,1172248,1684770,932981,751789,690939,12502,54344,1716935,876,3152,1044,10864,660953,197944,313874,283819,328229,203656,142399,15879,1485800,540010,2025810,1384987,667193,436496,1980,6979,88,67
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,743197,645328,844868,488261,356607,380569,16299,2474,984286,246,1266,559,2826,355722,117795,182796,145626,163928,96329,70240,16666,793380,438529,1231909,754927,377707,255283,608,3365,86,60
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,326671,290837,381285,215767,165518,141363,3125,1227,469789,155,1109,103,637,158863,53734,89433,71178,75419,48360,29838,5790,373752,204895,578647,336540,164962,113721,2285,1540,89,61
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,320795,279368,426033,238696,187337,152851,16808,1698,427521,48,178,251,808,174896,51897,102257,83931,95073,59555,34990,4607,432310,142314,574624,321018,166781,111028,1336,1640,87,70
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,1071637,957437,1227511,707070,520441,906408,6844,19358,1090815,454,1143,278,3774,502390,196971,306838,226433,221806,147698,82448,25734,1207928,714869,1922797,1171770,525459,331259,586,4283,89,60
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,1212617,1085706,1634719,907660,727059,1074332,27667,176587,1002874,405,580,812,15066,606348,180897,315156,290618,372317,243539,104345,22107,1528979,478020,2006999,1261421,611353,423301,2248,5982,89,71
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,809057,777568,1199699,637927,561772,1000743,23089,14968,538208,3476,2034,531,3576,551265,143871,256127,238975,301435,176013,93618,17427,1227466,294723,1522189,831741,422782,330671,1431,4305,96,75
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,1145211,1048379,1622537,882581,739956,1394329,30233,26016,718363,11385,4011,805,8448,708130,183441,333736,304652,339758,216646,162965,34576,1575774,387809,1963583,1159156,616431,416449,1554,6883,91,73
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,426311,388857,576567,316254,260313,336124,10190,5445,453692,6662,553,334,2168,261203,71698,127031,112774,128828,77442,48221,9501,575495,174995,750490,433331,222324,157833,1680,2472,91,70
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,1867816,1630923,2560225,1428348,1131877,1502403,77713,16517,1863408,2007,19620,1254,15817,1036821,277247,488129,443759,527568,318876,272280,44240,2372099,631980,3004079,1901528,980046,614258,2907,10593,87,73
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,408732,361019,423560,244037,179523,156539,10375,917,598443,123,1577,493,1284,196389,75708,106162,84553,85953,48663,27461,5658,434158,311513,745671,420050,200882,146103,2716,1694,88,55
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,525920,469826,627889,348549,279340,158414,9388,3277,818921,178,436,365,4767,288439,98764,158812,116716,128693,85642,37417,11956,638000,306336,944336,535408,258826,194768,6744,2774,89,63
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,475622,426274,524848,300401,224447,254920,4333,1681,638625,240,744,433,920,224157,90240,137470,101852,104682,62612,36905,10666,544427,340886,885313,495167,242628,162297,1804,2025,89,58
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,1002522,893164,1266791,711052,555739,783306,40043,5683,1059944,245,1914,1410,3141,517369,173890,283837,239609,256826,157435,141947,27272,1280816,518772,1799588,1042519,517079,335100,988,5679,89,66
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,357485,327142,502731,278534,224197,304481,14492,2094,361045,118,653,143,1601,208699,53005,107715,98135,116836,68794,38823,9388,492696,124100,616796,365300,185424,131707,2196,2034,91,73
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,878029,777140,1002077,570413,431664,389410,179116,2406,1077438,268,3222,1038,2271,448944,163251,250833,197901,220210,130155,73636,18393,1054379,570103,1624482,904316,435148,311621,4084,3943,88,60
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,1324085,1258967,1526673,926268,600405,2201663,314159,10605,6799,417,45614,184,3611,684254,379043,394576,313680,200191,130608,172683,28138,1618919,1034334,2653253,1561077,629951,388040,3984,4339,95,59
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,1939026,1735153,2182476,1359829,822647,3039279,547335,2696,64532,4384,13221,348,2384,995261,492781,492981,468628,324050,230415,222622,31390,2262867,1384905,3647772,2346721,836000,490137,1321,5732,89,59
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,907754,889731,829343,513854,315489,1701234,48834,22250,427,138,22613,109,1880,429844,240067,190259,137780,75011,50438,47094,8145,748794,1040914,1789708,1153029,406214,216554,21688,2734,98,46
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,633945,588810,693307,432607,260700,1133349,79984,1432,3066,84,2795,48,1997,318988,203489,194024,144190,76209,46847,49939,8057,722755,545842,1268597,762204,286344,173100,1107,1741,92,56
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,1369022,1234729,1188322,783461,404861,2244882,321192,1157,450,157,34010,34,1869,598805,406804,352636,219932,101291,52272,39533,7328,1179796,1501858,2681654,1731122,527629,326476,18524,3437,90,45
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,1355726,1192736,1480869,943910,536959,2143046,371286,1576,23456,899,5758,18,2423,609134,363676,330336,314953,211938,147520,132571,23311,1524305,1104824,2629129,1659515,546362,329127,13458,3699,87,58
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,1220736,1187787,1256126,777582,478544,2224839,142427,1978,1468,183,35149,60,2419,675880,398993,338296,258990,141250,92785,106667,10928,1347909,1180456,2528365,1439454,589476,365023,14570,3694,97,52
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,1240801,1123136,1278801,782399,496402,2073356,235741,1901,20072,285,30850,79,1653,531933,410155,333211,254335,143669,80296,101714,18577,1341957,1015331,2357288,1543867,517271,288165,14634,3411,90,54
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,577160,533746,585044,371705,213339,1017688,66609,682,11059,144,13455,24,1245,303288,153500,159218,121104,63248,41227,41052,6460,585809,553622,1139431,686771,267648,155958,529,1723,92,52
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,783171,761167,821825,514851,306974,1413163,97855,1274,1515,252,25843,136,4300,455653,245603,225700,170455,90889,58129,67155,10768,868699,715545,1584244,880043,398303,258997,6995,3238,97,53
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,1051446,988101,1149269,696729,452540,1777879,249736,958,402,188,7104,127,3153,493893,336671,302022,237220,161520,100677,77282,13320,1228712,910226,2138938,1293193,458725,272176,15453,3361,93,56
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,857787,776622,938051,596935,341116,1582335,45488,439,296,94,3737,115,1905,420694,229035,235474,208537,135234,92559,90833,13764,1005436,681980,1687416,1047136,358718,210117,18438,2286,90,57
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,653647,552869,683098,435721,247377,1127520,72258,688,1356,92,2739,21,1842,273296,207566,172914,132964,77360,45590,37856,8194,682444,552106,1234550,815651,248416,141365,1084,1641,84,56
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,696532,692020,681591,415820,265771,1340065,28662,830,240,226,16141,853,1535,354363,238847,175059,114245,60656,42887,39312,4834,675840,764563,1440403,868458,317700,191917,10477,2030,99,49
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,1043340,925828,1193343,710908,482435,1437144,50688,2077,474853,938,1988,164,1316,562594,237042,314107,238397,163098,105734,104071,19396,1181845,710223,1892068,1167889,502211,283484,15584,3332,88,60
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,931184,843508,1034136,624281,409855,1433067,118673,1542,216997,241,1935,138,2099,497753,239601,273441,219194,153628,104087,84185,14416,1088552,723454,1812006,1058044,453114,242361,21173,2709,90,58
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,3468507,3157671,4300965,2554793,1746172,5819980,687452,12708,18782,1020,81079,257,4900,1732679,819004,875940,823570,659389,455527,703673,96562,4433665,2046038,6479703,4091148,1646480,884057,4493,12219,91,64
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,361708,308211,308653,210415,98238,497045,168129,874,1723,98,1521,34,495,189947,109484,71132,41264,20142,12759,10604,1720,267105,397649,664754,448969,140294,79977,679,986,85,46
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,936634,892096,829582,543923,285659,1732852,78990,730,231,144,14640,82,1061,467418,270997,277152,181691,75304,32366,25210,7850,870570,1033534,1904104,1176496,390598,249379,12257,2470,95,45
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,725143,685986,739792,466815,272977,1299751,96164,842,819,46,12488,42,977,362387,226614,203488,143108,73388,46267,47985,6972,747822,696680,1444502,850546,346110,213674,799,1962,94,52
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,1095896,1041149,1370360,815834,554526,1905682,228178,1004,275,56,548,85,1217,650809,296093,305626,301866,256621,192240,158936,25286,1536668,712584,2249252,1298780,494124,330126,14015,3300,95,64
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,1923928,1763237,2031532,1265753,765779,3224399,411558,6035,4123,514,36697,80,3759,891657,497762,512035,405132,259304,154789,177199,30720,2036941,1591957,3628898,2359786,836322,489280,1777,5708,91,55
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,783639,674609,805849,531904,273945,1370977,81553,602,297,70,3424,413,912,364355,220644,193938,170399,104208,69443,67639,14402,840673,668926,1509599,947173,310688,192042,8345,1987,86,55
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,1021161,929853,1298345,765396,532949,1661307,243993,5665,11058,280,25742,286,2683,515189,286676,294591,250092,172538,118710,167778,27485,1317870,588142,1906012,1177474,495896,275396,2248,3394,91,66
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,1696325,1611418,1758624,1102750,655874,2833443,454487,1912,366,163,12940,276,4156,842201,513871,486057,388822,242053,147701,117444,14853,1910801,1533137,3443938,2088323,754143,463469,1808,4863,94,53
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,1025422,1012151,1085693,667381,418312,1870543,143476,1345,1540,141,18974,52,1502,652717,293818,359329,271312,144581,71472,67021,9403,1216936,983050,2199986,1207983,467436,343384,18770,3317,98,53
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,581339,575258,619139,383334,235805,1105676,33677,759,260,100,14966,68,1091,365676,190090,190388,140839,72969,41063,34286,4732,674367,544517,1218884,687165,275099,193668,665,1821,98,53
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,704031,631520,741748,486184,255564,1165505,155681,945,812,177,9991,42,2398,353321,205450,172925,151108,87349,57625,70870,14384,759711,586492,1346203,841697,309237,183234,1383,1900,89,55
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,1374990,1302343,1652117,995275,656842,2342076,327583,1122,356,177,4050,15,1954,705834,369959,438872,367412,282595,200430,181282,19321,1859871,967497,2827368,1672813,605002,381226,18292,4033,94,61
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,534231,502115,476806,309900,166906,996562,30479,1284,572,114,6829,56,450,308174,117971,147381,110385,58213,30724,27076,5251,497001,577092,1074093,649290,244401,142251,404,1621,93,46
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,728136,693190,749659,478329,271330,1243527,153146,754,378,122,22458,30,911,380666,237191,190750,154825,91853,64431,67155,9919,816124,661902,1478026,880194,334006,205593,1533,2145,95,52
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,1566801,1501619,1582629,973444,609185,2869976,104307,7406,4278,209,78647,373,3224,848218,442946,386075,277392,164290,102085,142672,20010,1535470,1528671,3064141,1876436,739287,451034,1663,5101,95,51
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,907500,801846,1352998,748382,604616,1410852,178807,15792,53027,2643,46927,366,932,462218,86484,219061,260094,267825,235187,246988,18644,1334283,169693,1503976,948963,497157,262124,1102,7151,88,79
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,374703,380191,480604,269582,211022,708397,7942,37403,104,88,65,42,853,254277,60697,134123,113437,96860,53934,57524,16126,532701,233438,766139,380484,216103,157771,536,1258,101,63
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,2335844,2310888,3776276,1968079,1808197,3751322,439270,358662,2851,2804,51708,1759,38356,1314125,167207,516445,720331,801050,464207,905515,67277,3642032,419065,4061097,2271657,1468902,899279,6894,15742,98,81
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,1729297,1728748,2635907,1394790,1241117,3044145,211035,190314,1112,435,3284,237,7483,1169752,220388,466745,523563,526165,273098,440520,53709,2504188,519919,3024107,1579517,1117221,757738,3569,13938,99,76
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,1311697,1294217,1815281,1000322,814959,2391675,123749,83334,401,236,1280,138,5101,758209,169844,412237,418769,386652,186394,227530,67411,1868837,634041,2502878,1364411,764669,473617,3217,5300,98,69
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,774303,732540,917709,527599,390110,1452956,38304,14089,164,39,37,87,1167,487926,129778,240222,221194,177877,103367,112592,26069,1011099,512824,1523923,804186,434328,267536,793,2364,94,60
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,1080938,1078837,1481834,816180,665654,1879494,105012,169945,313,256,71,138,4546,713542,207751,386421,372636,282628,153100,163050,29443,1595029,480681,2075710,1065734,647806,443528,2707,4682,99,68
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,1129868,1121876,1492662,828300,664362,2115455,76098,55899,435,148,639,157,2913,843684,175017,345914,319484,269016,155344,215514,30391,1510680,608003,2118683,1006543,701326,542295,1580,7719,99,66
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,2012958,1985294,3013382,1611461,1401921,3537399,173785,256762,1620,990,4962,756,21978,1213504,183054,535947,608188,634172,312208,526886,67354,2867809,678374,3546183,2076492,1200284,715895,5581,8349,98,75
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,926345,944029,1548738,780541,768197,909872,78590,876299,160,438,156,10,4849,598041,134236,331559,314029,322511,226312,254107,43034,1625788,210901,1836689,887052,556548,425849,925,4377,101,82
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,528184,536309,727044,401726,325318,993666,53292,16483,115,29,7,79,822,364661,76629,190229,167466,146666,77874,85595,14951,759410,276930,1036340,501585,320645,241843,420,2151,101,68
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,1526475,1511777,2273430,1223810,1049620,2760502,168881,97711,520,199,1532,305,8602,1010441,234611,525151,532616,453509,250285,363152,39350,2398674,449125,2847799,1528178,913715,593827,2532,6917,99,74
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,798127,818323,1213008,640916,572092,1435072,128617,47579,184,450,963,110,3475,517740,136593,323359,313357,249630,122350,125639,35762,1306690,253572,1560262,828444,463326,323706,974,3026,102,75
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,869280,857321,1176131,653312,522819,1673652,32483,16909,183,108,84,199,2983,627484,123573,297179,247516,214836,126468,169206,21582,1200360,388418,1588778,817905,510413,397064,1219,3824,98,68
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,282157,283066,375823,208011,167812,521658,32702,10301,83,39,38,26,376,188592,85210,106751,85101,71650,41447,44025,9189,443373,109011,552384,291371,158218,115151,483,979,100,66
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,803188,815157,1110545,608776,501769,1428784,114194,72850,119,81,32,293,1992,503941,97231,283299,270046,251855,121706,111731,31315,1167183,447346,1614529,835853,470428,311175,889,2812,101,68
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,682658,670787,978946,536487,442459,1047411,208038,91139,154,86,29,36,6552,417239,246909,293886,236511,189132,105978,97405,16785,1186606,107292,1293898,708322,389764,252888,2471,2340,98,72
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,1781571,1700485,2285562,1285107,1000455,3326357,95487,53841,412,174,992,246,4547,1170352,188672,571061,518763,457866,242306,296399,60365,2335432,955045,3290477,1737345,1029479,713294,1938,8169,95,65
