State,District,Latitude,Longitude,District Code,Population,Male,Female,Literate,Male Literate,Female Literate,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others Religions,Religion Not Stated,Households,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduate Education,Other Education,Literate Education,Illiterate Education,Total Education,Age Group 0 29,Age Group 30 49,Age Group 50,Age Not Stated,Total Power Parity,Sex Ratio,Literacy Rate
Chhattisgarh,Dhamtari,20.554912627291245,81.7569195519348,412,799781,397897,401884,546833,303924,242909,777188,10425,2644,1196,667,3612,3685,364,210481,143128,148544,120146,65196,58875,31319,5096,572304,214637,786941,461125,213021,125429,206,782,101,68
Chhattisgarh,Durg,21.194463849287164,81.33181639511197,409,3343872,1682101,1661771,2303378,1284612,1018766,3129745,83499,24304,24276,19587,17209,42569,2683,883189,463598,573291,497668,309508,286244,202424,30555,2363288,823501,3186789,1919832,898241,523656,2143,4209,98,68
Chhattisgarh,Jashpur,22.77286167664669,83.8703962075848,402,851669,424747,426922,495415,280656,214759,629509,15336,189588,474,467,694,14835,766,226392,120768,137681,127299,64188,50562,26161,3166,529825,328438,858263,488965,214455,148100,149,856,100,58
Chhattisgarh,Korba,22.491712499999995,82.57604326923074,404,1206640,612915,593725,748759,433391,315368,1133176,30195,21059,3666,897,753,15649,1245,332653,178191,188303,168387,89167,83166,61215,11792,780221,410186,1190407,729708,309479,166959,494,1565,96,62
Chhattisgarh,Koriya,23.50412776859501,82.12515636363635,400,658917,334737,324180,397823,229923,167900,604259,25878,9398,1391,84,1155,15474,1278,181615,143413,109639,87969,47127,38677,26802,4134,457761,179639,637400,399581,165022,94073,241,852,96,60
Chhattisgarh,Mahasamund,21.223727037773354,82.65925427435384,411,1032754,511967,520787,637963,364089,273874,1008061,12570,5284,2941,521,1495,1417,465,310567,179770,194739,152183,78583,57949,33357,5951,702532,384764,1087296,582544,272009,177826,375,964,101,61
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,403,1493984,750278,743706,951639,542756,408883,1422986,17332,47653,2117,781,409,1782,924,420916,246480,260661,210964,130700,93340,66358,8804,1017307,460166,1477473,841958,398257,253488,281,1575,99,63
Chhattisgarh,Raigarh,22.008265068493166,83.27797698630134,520,2634200,1344345,1289855,1939994,1059692,880302,2239370,227465,17452,7477,121791,12260,1159,7226,959028,231263,407662,335886,441072,221410,204507,19940,1861740,482420,2344160,1414154,748339,462741,8966,6097,95,73
Chhattisgarh,Raipur,20.88603153846152,82.20032759615388,410,4063872,2048186,2015686,2629749,1493158,1136591,3881485,103038,23181,16707,8397,17137,10680,3247,1068500,618508,664470,552373,313247,267265,227382,31483,2674728,1247434,3922162,2454299,1038155,560184,11234,4561,98,64
Chhattisgarh,Surguja,23.32719278728607,83.23582493887531,401,2359886,1193129,1166757,1187941,694686,493255,2126195,81442,97432,2303,1287,623,48295,2309,590763,364452,338509,281260,135374,105992,64607,9524,1299718,991866,2291584,1441436,561915,355077,1458,2462,97,50
Daman and Diu,Daman,20.431616666666677,72.8392366071429,495,191173,124659,66514,150348,104316,46032,171537,16087,2618,169,216,244,79,223,71079,8957,28094,30406,26991,14170,9128,1995,119741,20641,140382,122589,52868,15428,288,34145,53,78
Daman and Diu,Junagadh,20.72568199498111,70.83985639899612,479,2743082,1404356,1338726,1842818,1046981,795837,2397056,334858,2586,1110,1291,3841,77,2263,776743,271762,700258,294811,311849,137505,139957,30127,1886269,669022,2555291,1527888,749156,461650,4388,5549,95,67
Goa,North Goa,15.548723418714054,73.80667997909038,585,818008,416677,401331,663060,351738,311322,622213,57941,134169,618,553,546,166,1802,325089,40968,101521,148792,153887,87513,86781,16601,636063,99538,735601,380926,260533,175035,1514,2078,96,81
Goa,South Goa,15.195278658183785,73.941792596877,586,640537,322463,318074,502427,264085,238342,341664,63623,231961,855,542,563,92,1237,251493,29874,73039,119869,108989,64786,57460,9579,463596,88577,552173,314480,194872,130605,580,1646,98,78
Gujarat,Ahmadabad,22.605425564971743,72.23898135593227,474,7214225,3788051,3426174,5435760,3025463,2410297,6042416,883238,50754,14542,4518,209287,2055,7415,2198552,761358,1614370,805199,1135058,549188,839295,100831,5805299,1129562,6934861,3952858,2043895,1198152,19320,18633,90,75
Gujarat,Amreli,21.04832649310872,71.43457637825426,480,1514190,771049,743141,995459,558180,437279,1410463,99105,919,415,243,2053,40,952,430613,230474,412251,120625,149478,66785,50999,8582,1039194,380595,1419789,836343,389892,282409,5546,2825,96,65
Gujarat,Anand,22.282718206229863,72.57782051557454,482,2092745,1087224,1005521,1551253,874481,676772,1798794,250919,29789,1524,267,8591,142,2719,621987,257524,560542,229013,283571,127459,110351,20487,1588947,360506,1949453,1134962,585093,366419,6271,4372,92,74
Gujarat,Banas Kantha,24.258538965517253,71.93205252873561,469,3120506,1610379,1510127,1704923,1048402,656521,2890305,213505,1686,486,281,12659,83,1501,804197,366867,859436,159433,226765,105372,66950,14451,1799274,1207376,3006650,1984701,738412,394793,2600,4242,93,54
Gujarat,Bharuch,21.75787276237761,72.67326346710801,488,1551019,805707,745312,1118276,623047,495229,1188204,343511,9494,1733,442,4813,342,2480,481996,161675,367060,164765,188539,83895,74380,16036,1056350,273829,1330179,844298,442523,254728,9470,3242,92,72
Gujarat,Bhavnagar,21.70219390341736,72.16272632761141,481,2880365,1490201,1390164,1887255,1087371,799884,2632574,212863,3457,1410,445,26974,127,2515,744077,422461,929286,266953,281250,96241,93391,13946,2103528,508664,2612192,1708938,720241,445121,6065,5434,93,65
Gujarat,Gandhinagar,23.193679790026252,72.67221679790026,473,1391753,723864,667889,1030494,582686,447808,1319586,57273,3237,1985,497,6405,82,2688,433258,136131,363156,133594,196456,95730,108400,16088,1049555,246993,1296548,769329,391862,224886,5676,6016,92,74
Gujarat,Jamnagar,22.410600414263328,69.62062005768233,477,2160119,1114192,1045927,1396534,795140,601394,1810443,320805,4392,1873,1086,18856,136,2528,646325,255785,491009,194057,199634,74029,87523,18573,1320610,502873,1823483,1220598,576319,358455,4747,5028,93,64
Gujarat,Junagadh,20.929523011609785,70.54733890140345,479,2743082,1404356,1338726,1842818,1046981,795837,2397056,334858,2586,1110,1291,3841,77,2263,776743,271762,700258,294811,311849,137505,139957,30127,1886269,669022,2555291,1527888,749156,461650,4388,5549,95,67
Gujarat,Kachchh,23.48057203301311,68.82192301497916,468,2092371,1096737,995634,1252319,739239,513080,1608921,442355,6192,6353,490,25312,98,2650,739275,246956,469402,141345,157284,61366,60386,14062,1150801,581952,1732753,1278604,524052,286086,3629,4146,90,59
Gujarat,Kheda,22.88765312500002,73.018803515625,483,2299885,1185727,1114158,1660243,942480,717763,2000884,264482,26629,1403,300,3479,82,2626,622026,295057,641541,250044,310341,148530,84223,19498,1749234,482078,2231312,1260660,628221,388646,22358,4252,93,72
Gujarat,Mahesana,23.529355452865065,72.45545194085031,471,2035064,1056520,978544,1502645,847499,655146,1885732,136431,1954,1082,146,7087,88,2544,659743,260278,467128,183468,266108,139208,130723,27391,1474304,434497,1908801,1119451,554432,357578,3603,3648,92,73
Gujarat,Narmada,21.70666386292833,73.68403208722742,487,590297,301086,289211,370336,211767,158569,559848,22600,4413,147,80,373,2078,758,160369,76197,146661,58188,52687,28396,14748,3451,380328,192780,573108,336830,157910,93466,2091,979,96,62
Gujarat,Navsari,20.866973318871995,72.86184869848157,490,1329672,678165,651507,1001909,539471,462438,1225087,78669,5733,2459,601,13386,2823,914,409156,145678,266733,140235,190861,112460,85041,26012,967020,261956,1228976,673014,390349,258957,7352,3256,96,75
Gujarat,Panch Mahals,22.80435606837605,73.61984598290586,484,2390776,1226961,1163815,1440805,858054,582751,2220974,158513,2863,662,337,5236,131,2060,567601,255905,601358,205420,283648,139773,71810,17958,1575872,781582,2357454,1421859,599925,363391,5601,3981,94,60
Gujarat,Patan,23.80634198473284,71.75162977099237,470,1343734,694397,649337,837913,494631,343282,1194745,142797,916,337,66,3602,66,1205,404138,168990,364667,78731,129584,57494,46355,11111,856932,452891,1309823,786357,341381,213465,2531,2199,93,62
Gujarat,Porbandar,21.55092351651571,69.71896987722886,478,585449,300209,285240,393678,221621,172057,549749,33565,500,248,91,515,38,743,183572,50588,150643,71637,63458,25119,22458,5260,389163,137119,526282,314886,163777,105638,1148,1463,95,67
Gujarat,Rajkot,22.40603377715488,70.83679439383323,476,3804558,1974445,1830113,2725056,1514075,1210981,3397406,361388,5478,1918,1170,33591,269,3338,1181006,383780,913928,402240,540278,204306,266295,29924,2740751,738660,3479411,2080568,1052871,659576,11543,8498,92,71
Gujarat,Sabar Kantha,23.71803594548552,73.13638790459964,472,2428589,1244231,1184358,1578734,918625,660109,2260560,148563,6375,614,168,11110,52,1147,665533,214062,597667,211423,333650,198963,110817,24745,1691327,665058,2356385,1393131,630963,400905,3590,3934,95,65
Gujarat,Surat,21.25761372772093,72.93488716344339,492,6081322,3402224,2679098,4571410,2687468,1883942,5260193,660772,21052,5703,12902,112835,3920,3945,1899838,566242,1332690,807021,896927,433651,379505,79862,4495898,942150,5438048,3563443,1740746,723415,53718,16368,78,75
Gujarat,Surendranagar,22.82672007299272,71.48358740875906,475,1756268,909917,846351,1093626,643221,450405,1620282,109681,1419,512,312,22992,128,942,500598,234873,482679,165406,172947,61164,58389,14501,1189959,493427,1683386,1033435,439352,280582,2899,3227,93,62
Gujarat,The Dangs,20.801633877551023,73.6883518367347,489,228291,113821,114470,140968,77314,63654,203545,3593,20029,69,32,39,560,424,59618,43639,59954,17736,14872,7560,3490,2215,149466,91160,240626,146095,51821,30027,348,325,100,61
Gujarat,Vadodara,22.26133739279589,73.49433010291594,486,4165626,2153736,2011890,2893080,1614087,1278993,3713941,384579,23813,9340,2069,27650,1124,3110,1240425,396624,865726,457662,504732,268451,314960,60177,2868332,910219,3778551,2213474,1190041,733710,28401,9753,93,69
Gujarat,Valsad,20.44238231644259,72.9148584798345,491,1705678,887222,818456,1170657,655528,515129,1571147,94034,19661,1589,913,13809,1417,3108,498391,165459,303197,171712,212318,123281,90912,26987,1093866,405928,1499794,944532,485874,259906,15366,3316,92,68
Haryana,Ambala,30.3503672316384,76.94970310734456,70,1128350,598703,529647,818025,461288,356737,955096,22143,3705,138202,381,4845,110,3868,315256,89558,170110,161844,163544,97980,91472,18727,793235,222031,1015266,617859,308126,201685,680,2781,88,72
Haryana,Bhiwani,28.728868064516128,76.02110225806452,81,1634445,866672,767773,1069871,643158,426713,1611031,15515,873,2401,254,1016,26,3329,456282,186145,223049,198307,218631,148995,104875,13786,1093788,459364,1553152,964960,405760,261428,2297,3349,88,65
Haryana,Faridabad,28.14873109756098,77.32718536585368,88,1809733,966110,843623,1272739,734940,537799,1588407,161680,9743,34572,640,4883,249,9559,470681,137902,220384,198551,282666,178846,259933,27864,1306146,346567,1652713,1095602,481318,231029,1784,5080,87,70
Haryana,Fatehabad,29.57298318584072,75.54608716814157,78,942011,495360,446651,557578,327471,230107,779243,8360,996,150969,171,1172,530,570,258380,103541,136663,99948,93526,61476,37741,9504,542399,344534,886933,555745,237009,147469,1788,1854,90,59
Haryana,Gurgaon,28.043894789579163,77.01935130260523,86,1514432,816690,697742,1111116,638666,472450,1408801,70842,9725,15097,944,7451,254,1318,523691,126920,177453,175370,219200,150120,233402,41366,1123831,263720,1387551,875531,428101,210307,493,3107,85,73
Haryana,Hisar,29.23628731117825,75.84324682779452,80,1743931,931562,812369,1114311,670200,444111,1701061,21650,1945,12270,334,3620,33,3018,456126,197303,230074,194595,202792,144626,105346,19031,1093767,505251,1599018,1017830,456536,265109,4456,3642,87,63
Haryana,Jhajjar,28.59651868131869,76.61137142857145,83,958405,514667,443738,676091,399480,276611,945693,8247,734,1042,105,645,22,1917,290144,90737,109829,115794,145258,97457,58826,9387,627288,201028,828316,549975,245095,162356,979,2169,86,70
Haryana,Jind,29.45149821958457,76.29598575667653,77,1334152,713006,621146,832758,502049,330709,1276669,23016,889,29103,172,2594,56,1653,368000,136892,185626,151682,154773,107994,64599,14277,815843,419624,1235467,784085,335704,213478,885,2674,87,62
Haryana,Kaithal,29.96068539094649,76.37698930041155,73,1074304,571003,503301,646529,385782,260747,974520,8232,1769,87558,265,351,70,1539,306787,119345,158239,124682,117753,82297,51043,9111,662470,369869,1032339,630194,265813,176320,1977,2046,88,60
Haryana,Karnal,29.703200647249204,76.87488025889972,74,1505324,797712,707612,978013,564516,413497,1341002,31650,2049,126207,532,1516,49,2319,428602,155839,231354,188040,183590,124790,101387,19186,1004186,429220,1433406,884972,380409,234684,5259,3368,88,64
Haryana,Kurukshetra,30.05652659846548,76.78774680306903,72,964655,510976,453679,646893,370828,276065,805175,15970,1943,140395,214,375,106,477,291821,94530,145392,118107,120790,81964,71007,10999,642789,266638,909427,552034,250830,160216,1575,2137,88,67
Haryana,Mahendragarh,28.1352161458333,76.14018072916659,84,922088,486665,435423,630255,380440,249815,913251,5660,301,1737,75,644,15,405,267942,94273,135849,126291,132765,94245,60296,10353,654072,245602,899674,530000,229392,161258,1438,1894,89,68
Haryana,Panchkula,30.700897142857134,76.97173238095236,69,561293,299679,261614,405318,229862,175456,490702,23451,2583,40951,1008,1626,90,882,164551,45607,73584,60177,69163,48306,83256,8466,388559,119222,507781,309078,157076,93606,1533,1445,87,72
Haryana,Panipat,29.34352134146342,76.92895914634147,75,1205437,646857,558580,786599,464136,322463,1083936,86622,2261,25064,289,4647,99,2519,327306,118873,170565,143466,141473,91756,75774,10977,752884,296212,1049096,739075,298764,167244,354,2559,86,65
Haryana,Rewari,28.19164714828897,76.55956007604564,85,900332,474335,425997,636947,375453,261494,889133,5713,701,1804,202,1525,12,1242,268754,81280,120860,122617,139646,95807,65143,9820,635173,206827,842000,518747,230704,150557,324,1979,89,70
Haryana,Rohtak,28.892517647058817,76.53123235294117,82,1061204,568479,492725,747582,436025,311557,1043887,8185,732,3916,200,3491,24,769,306942,117097,150903,140782,168499,109596,100346,21134,808357,248795,1057152,605741,269354,185685,424,2299,86,70
Haryana,Sirsa,29.63583446327684,74.90970480225988,79,1295189,682582,612607,782897,456968,325929,940255,9524,2186,338962,370,2256,624,1012,338792,141766,201349,153263,134559,83373,61620,16698,792628,412353,1204981,750228,334344,208185,2432,2681,89,60
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,30,381956,192764,189192,287620,155599,132021,371973,6984,236,2387,113,10,7,246,164445,35817,59489,53515,64730,45695,25474,3241,287961,65864,353825,193671,107367,80497,421,3666,98,75
Himachal Pradesh,Bilaspur,31.3780422907489,76.65316079295157,406,2663629,1351574,1312055,1596560,932474,664086,2540763,57973,20745,6373,2979,2357,29122,3317,737806,382091,407692,337793,189296,152838,134637,19654,1624001,943112,2567113,1625484,655032,380114,2999,2981,97,59
Himachal Pradesh,Chamba,32.66741814595661,76.39354063116366,23,519080,261320,257760,323842,186064,137778,479782,32455,1559,2745,1740,57,14,728,200231,56272,96789,67653,64515,40440,15506,3252,344427,154575,499002,306555,130606,81566,353,950,98,62
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,28,454768,217070,237698,358091,180555,177536,449412,3711,243,591,95,293,9,414,211348,37327,71107,72114,91184,64363,35620,5263,376978,72551,449529,224044,123941,106641,142,878,109,78
Himachal Pradesh,Hamirpur,31.67668481012659,76.49767088607594,168,1104285,593537,510748,653299,408125,245174,1010014,91269,814,196,74,41,273,1604,311381,159593,238344,211029,103334,59914,59612,4094,835920,364848,1200768,660774,260368,181109,2034,1291,86,59
Himachal Pradesh,Kangra,32.14093603238864,76.41205910931173,24,1510075,750591,759484,1152640,606443,546197,1461140,19797,3023,8929,14511,194,208,2273,627328,127699,243617,223099,284124,192936,91236,13577,1176288,271892,1448180,766581,419172,319420,4902,2878,101,76
Himachal Pradesh,Kinnaur,31.60667184065933,78.51613736263741,34,84121,46249,37872,60699,36697,24002,64732,448,485,249,18086,29,45,47,44514,9400,13749,11437,11140,7871,5118,713,59428,16944,76372,42360,26599,15075,87,181,81,72
Himachal Pradesh,Kullu,31.90911922077925,77.40922649350647,26,437903,225452,212451,307672,174550,133122,415669,2974,1568,1396,15377,94,83,742,188704,48384,77363,61854,58122,39081,23168,2377,310349,103136,413485,244727,120510,72282,384,854,94,70
Himachal Pradesh,Mandi,31.635805940594054,76.96556930693067,27,999777,498065,501712,723747,393669,330078,981412,9460,876,4081,2628,43,86,1191,462825,100052,159043,132147,180188,128549,54139,9350,763468,218570,982038,524285,279321,194661,1510,1842,100,72
Himachal Pradesh,Shimla,31.155725451807253,77.62573042168668,33,814010,425039,388971,612642,342846,269796,791449,11810,2025,4047,3262,185,197,1035,375165,69967,113536,113305,141490,95341,80414,9748,623801,137576,761377,425721,241956,145577,756,1668,91,75
Himachal Pradesh,Sirmaur,30.682764453961443,77.43184689507493,32,529855,276289,253566,362645,205617,157028,476830,33215,577,15501,2645,236,86,765,192156,57853,100123,78103,67080,38282,23352,4048,368841,140486,509327,310244,136839,82471,301,930,91,68
Himachal Pradesh,Solan,31.03864311926604,76.94442140672783,31,580320,308754,271566,428578,244372,184206,548579,14678,1452,13926,574,591,110,410,244296,50331,89407,83992,95232,59363,36803,8280,423408,104084,527492,321533,167168,90808,811,1253,87,73
Himachal Pradesh,Una,31.58330388349513,76.18353932038836,29,521173,263692,257481,399715,213281,186434,480138,14275,390,26009,56,70,10,225,205217,51838,87913,81256,105204,60626,32120,5511,424468,87735,512203,273223,142351,105358,241,987,97,76
Jammu and Kashmir,Doda,33.359614675767915,76.07163720136518,16,409936,213641,196295,219083,138620,80463,187621,220614,472,422,21,22,42,722,133617,43794,47350,62719,48359,31416,12647,1846,248131,163565,411696,263576,93189,52744,427,1103,91,53
Jammu and Kashmir,Jammu,32.713199095022645,74.8477520361991,21,1529958,813821,716137,1137135,641916,495219,1289240,107489,12104,114272,470,1987,321,4075,502609,135391,185962,253542,261852,159257,146501,30616,1173121,268279,1441400,816827,435895,275585,1651,3525,87,74
Jammu and Kashmir,Kargil,33.565994894894914,76.63675315315312,4,140802,77785,63017,86236,56301,29935,10341,108239,604,1171,20126,28,4,289,48144,12732,19083,20874,16938,9826,3077,408,82938,39854,122792,87532,35561,17488,221,214,81,61
Jammu and Kashmir,Kathua,32.51781678321678,75.58901398601404,7,616435,326109,290326,389204,228499,160705,540063,64234,1828,9551,24,16,2,717,214847,69396,82715,106411,91522,47694,24330,4504,426572,181297,607869,357864,160123,97684,764,936,89,63
Jammu and Kashmir,Pulwama,33.88414418604652,75.00921860465118,12,560440,293064,267376,293958,178326,115632,13840,535159,1109,9440,35,6,18,833,169223,36201,54808,73991,67368,40931,31286,5897,310482,190369,500851,342601,137032,80111,696,1068,91,52
Jammu and Kashmir,Punch,33.791241290322574,74.29593161290322,5,476835,251899,224936,261724,163333,98391,32604,431279,958,11188,83,10,2,711,147408,55762,72024,69219,46062,29517,13962,1884,288430,164044,452474,304979,109818,61334,704,629,89,54
Jammu and Kashmir,Srinagar,34.27312898550724,75.11021159420288,10,1236829,651124,585705,748584,431746,316838,42540,1177342,2746,12187,285,74,2,1653,262239,88911,173309,178723,176409,132727,121856,32114,904049,310225,1214274,693238,351561,190330,1700,3099,89,60
Jammu and Kashmir,Udhampur,33.04770670731707,75.15286951219511,19,554985,296784,258201,322354,197543,124811,489044,59771,1962,3418,106,57,235,392,183360,58567,80129,86008,55024,29657,17345,4030,330760,194838,525598,339145,140785,74757,298,1278,86,58
Jharkhand,Bokaro,23.6814965034965,85.98398374125864,355,2062330,1072807,989523,1273520,759088,514432,1636460,241451,13730,4174,1890,2045,160524,2056,508764,242467,338861,342646,232434,154076,116396,21157,1448037,595924,2043961,1261238,510375,282115,8602,3604,92,61
Jharkhand,Chatra,24.11619945750453,84.93295804701627,347,1042886,533935,508951,510061,303902,206159,903179,116710,6565,888,35,129,12936,2444,215502,200861,161729,102033,63670,35342,21697,2046,587378,467975,1055353,692650,222892,126682,662,817,95,48
Jharkhand,Deoghar,24.33070100755672,86.75697632241814,350,1492073,775022,717051,793538,489837,303701,1165140,302626,6027,143,188,282,16067,1600,321710,217460,266292,190171,96331,54419,43979,6699,875351,635544,1510895,944961,338413,205514,3185,1267,92,53
Jharkhand,Dhanbad,23.854509090909097,86.40372924901185,354,2684487,1405956,1278531,1722204,1014950,707254,2149480,431762,11243,9727,331,1268,77182,3494,664219,317918,501453,449506,305054,186697,107382,14615,1882625,662522,2545147,1634835,648876,356445,44331,3954,90,64
Jharkhand,Dumka,24.275006125574265,87.27662450229711,362,1321442,668514,652928,672409,406275,266134,1044726,106865,86404,234,267,162,78622,4162,326978,229157,229259,149009,69525,38383,25593,2697,743623,601078,1344701,799323,324226,196164,1729,1323,97,50
Jharkhand,Garhwa,24.082114689265527,83.68664265536722,346,1322784,683575,639209,653476,405161,248315,1104475,194680,17168,123,371,20,4591,1356,292052,207665,195565,147446,87844,46882,28144,2830,716376,557852,1274228,860869,284036,177599,280,1017,93,49
Jharkhand,Giridih,24.30578509874329,86.08710915619386,349,2445474,1258098,1187376,1253475,783736,469739,1856202,508586,14645,937,650,1503,59218,3733,499450,503261,443980,261309,146464,77540,55122,8449,1496125,1047685,2543810,1597269,533788,312967,1450,2384,94,51
Jharkhand,Godda,24.8189,87.2941735483871,351,1313551,677927,635624,604519,376212,228307,937126,289182,37795,97,128,115,47067,2041,292030,217607,190777,126766,79430,47395,30870,4002,696847,653464,1350311,820367,308639,183519,1026,1057,93,46
Jharkhand,Gumla,23.078532948929148,84.55056787479396,366,1025213,514390,510823,559720,321795,237925,309563,51429,202449,221,531,23,457468,3529,233074,136719,242580,182260,82114,45613,23742,2913,715941,322119,1038060,643579,225871,155452,311,849,99,54
Jharkhand,Jamtara,23.97873318077801,86.95325080091534,363,791042,404830,386212,426312,258260,168052,550560,164406,4419,520,118,783,68564,1672,185668,131150,132014,85745,40613,22995,14802,1578,428897,366012,794909,480895,189889,116810,3448,540,95,53
Jharkhand,Latehar,23.72511185840708,84.48298743362837,359,726978,369666,357312,350682,209706,140976,473049,69808,47653,120,128,16,133525,2679,160514,109491,121529,88787,46142,23885,13956,1017,404807,349277,754084,484084,152720,89870,304,547,96,48
Jharkhand,Lohardaga,23.488796043165483,84.6605169064748,356,461790,232629,229161,259707,149568,110139,112378,95012,16770,51,33,15,235987,1544,111484,82873,84920,63545,38503,21987,13847,976,306651,188323,494974,298844,100340,62244,362,388,98,56
Jharkhand,Pakur,24.57260428082189,87.69691969178076,353,900422,452661,447761,352881,206989,145892,410127,322963,75865,356,283,222,88760,1846,217175,100367,133770,79045,29934,15700,9822,1525,370163,548434,918597,587976,206826,104418,1202,691,98,39
Jharkhand,Palamu,24.196925968109337,84.20310842824594,358,1939869,1006302,933567,1024563,621706,402857,1683169,238295,6164,734,188,284,5681,5354,407904,303053,296937,231565,160964,100290,63595,7117,1163521,803424,1966945,1244572,425668,268387,1242,1515,92,52
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,2914253,1494937,1419316,1911433,1085244,826189,1612239,410759,193974,4826,932,2733,677445,11345,730982,361522,547583,495515,370847,247237,195181,28424,2246309,613855,2860164,1742293,725938,409166,36856,3805,94,65
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,1150567,589391,561176,483263,287303,195960,628044,398243,83208,198,245,125,38426,2078,260993,146399,171416,110822,52248,28087,19832,2593,531397,637296,1168693,745027,261849,137727,5964,954,95,42
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,599578,300309,299269,343483,191991,151492,201524,15103,306601,51,753,114,73930,1502,155283,82317,130068,97580,47836,24842,13674,1197,397514,191341,588855,357859,143560,97817,342,496,99,57
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,1889752,950111,939641,1113412,641388,472024,1634229,219991,3433,443,412,25198,166,5880,490657,242336,385986,147397,171505,115095,82319,25791,1170429,608843,1779272,1123443,465706,299774,829,2890,98,58
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,990923,509172,481751,688749,385311,303438,890429,92252,5368,389,272,1045,85,1083,326462,100770,168165,126285,166677,82235,51015,10741,705888,205062,910950,535765,278153,176083,922,1422,94,69
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,4779661,2423063,2356598,3052032,1725548,1326484,4038331,528412,18418,2037,1086,178310,149,12918,1318975,544564,1057297,609600,532584,279583,201884,56621,3282133,1346776,4628909,2669348,1251116,857143,2054,7045,97,63
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,2452595,1236954,1215641,1421621,813440,608181,2103633,320834,14014,1029,284,8044,54,4703,623480,275785,529576,219702,203139,121453,89475,29367,1468497,787762,2256259,1487013,617276,346905,1401,3886,98,57
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,1703300,870665,832635,1042673,597198,445475,1289709,335184,35438,1145,30453,680,521,10170,389403,188998,474921,194233,181076,105347,54900,12885,1212360,515395,1727755,1018195,397120,287271,714,2448,95,61
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,255230,128663,126567,86919,54076,32843,245151,1617,2709,68,1649,15,3793,228,58391,25597,22787,14170,7192,6755,3421,147,80069,163278,243347,167348,63802,23927,153,1387,98,34
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,2177331,1111022,1066309,1248268,730566,517702,1786830,369588,2433,558,374,8665,499,8384,527490,246391,430477,143199,182756,129109,96990,24569,1253491,746979,2000470,1295274,527085,353549,1423,2938,95,57
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,1137961,566622,571339,818345,438257,380088,1004553,101235,26000,182,109,4710,4,1168,392426,114570,257550,160083,177585,96470,72420,12631,891309,204371,1095680,564994,341380,230864,723,1996,100,71
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,1659456,840843,818613,1087392,607188,480204,1520553,128751,3175,322,84,3778,128,2665,447348,188329,332648,196470,217567,132435,75262,22078,1164789,452975,1617764,891230,460057,306412,1757,2374,97,65
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,1945497,986400,959097,1308540,720637,587903,1658465,265805,5420,307,164,6417,1743,7176,530691,242130,446793,206686,269748,154781,123863,32375,1476376,467414,1943790,1068518,538551,336173,2255,3062,97,67
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,1847023,937206,909817,1301664,711776,589888,1390020,386834,28747,1486,715,29037,2748,7436,483104,252596,383041,185530,227113,143453,137768,34302,1363803,428556,1792359,1017935,505688,322577,823,3519,97,70
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,1064570,537147,527423,700177,397178,302999,907750,143665,3432,231,79,5993,74,3346,291972,121615,244640,112703,105150,63816,42053,12822,702799,306138,1008937,601578,279069,183409,514,1699,98,65
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,2566326,1301755,1264571,1427368,828359,599009,2011014,513125,8344,826,9589,4865,330,18233,600007,177860,579057,270622,290570,153746,104256,20492,1596603,883704,2480307,1570719,604665,388935,2007,5378,97,55
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,1776421,883667,892754,1225256,668836,556420,1630814,120011,15611,289,623,5820,3,3250,628981,182255,354480,232531,292369,147837,103152,27774,1340398,401227,1741625,877340,522039,375918,1124,2743,101,68
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,1597668,819128,778540,1085443,603793,481650,1281878,297927,2406,419,68,9834,702,4434,413564,240925,430529,201965,158442,84357,55310,16830,1188358,383494,1571852,904453,426094,266586,535,2240,95,67
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,554519,274608,279911,412877,215302,197575,448986,87274,17130,139,126,250,220,394,212974,51287,111562,75291,86232,54939,43225,8251,430787,91352,522139,276918,163360,113919,322,942,101,74
